UDI,Timestamp,Product ID,Type of Failure,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
2307,52:19.6,M20699,M,298.3,309.6,1752,39.8,10,0,0,0,0,0,0
2308,39:19.6,L61374,L,302.3,312.0,1168,33.3,66,0,0,0,0,0,0
2309,59:19.6,L61375,L,298.3,309.7,1587,37.4,138,0,0,0,0,0,0
2310,45:19.6,M20700,M,296.2,306.7,1248,56.6,136,0,0,0,0,0,0
2311,13:19.6,L61376,L,303.2,314.4,1611,47.8,167,0,0,0,0,0,0
2312,33:19.6,M20701,M,304.5,314.0,1634,41.9,192,0,0,0,0,0,0
2313,38:19.6,L61377,L,295.9,306.7,1330,47.1,200,1,1,0,0,0,0
2314,00:19.6,L61378,L,303.3,313.4,1727,30.9,90,0,0,0,0,0,0
2315,05:19.6,L61379,L,302.1,312.4,1168,34.2,1,0,0,0,0,0,0
2316,46:19.6,L61380,L,298.5,309.3,1600,45.7,147,0,0,0,0,0,0
2317,52:19.6,H35236,H,300.1,311.0,1319,30.1,77,0,0,0,0,0,0
2318,22:19.6,L61381,L,302.1,312.1,1906,44.7,67,0,0,0,0,0,0
2319,12:19.6,L61382,L,300.8,310.3,1655,44.4,34,0,0,0,0,0,0
2320,07:19.6,H35237,H,298.9,309.5,1536,40.7,115,0,0,0,0,0,0
2321,27:19.6,L61383,L,299.5,309.3,1628,31.9,56,0,0,0,0,0,0
2322,52:19.6,M20702,M,296.5,306.0,1168,17.6,162,0,0,0,0,0,0
2323,08:19.6,M20703,M,301.7,312.6,1738,54.3,30,0,0,0,0,0,0
2324,45:19.6,M20704,M,301.0,311.2,1590,41.0,169,0,0,0,0,0,0
2325,00:19.6,L61384,L,296.0,306.1,1412,42.8,81,0,0,0,0,0,0
2326,25:19.6,M20705,M,302.9,313.7,1649,39.1,56,0,0,0,0,0,0
2327,32:19.6,L61385,L,295.8,306.1,1500,55.4,69,0,0,0,0,0,0
2328,45:19.6,L61386,L,303.5,314.8,1412,42.8,79,0,0,0,0,0,0
2329,11:19.6,L61387,L,296.1,306.6,1737,46.2,50,0,0,0,0,0,0
2330,57:19.6,M20706,M,302.1,313.3,1714,38.7,33,0,0,0,0,0,0
2331,36:19.6,M20707,M,295.6,305.6,1476,24.4,36,0,0,0,0,0,0
2332,22:19.6,H35238,H,302.9,312.8,1887,44.7,176,0,0,0,0,0,0
2333,27:19.6,L61388,L,302.4,312.7,1278,38.9,68,0,0,0,0,0,0
2334,19:19.6,L61389,L,297.7,307.6,1489,36.4,204,1,1,0,0,0,0
2335,25:19.6,M20708,M,304.3,314.0,1428,53.9,112,0,0,0,0,0,0
2336,13:19.6,L61390,L,302.8,313.8,1784,34.1,78,0,0,0,0,0,0
2337,44:19.6,L61391,L,303.4,314.8,1722,38.2,194,0,0,0,0,0,0
2338,00:19.6,L61392,L,297.8,307.4,1690,44.9,74,0,0,0,0,0,0
2339,57:19.6,L61393,L,298.3,309.0,1521,37.6,177,0,0,0,0,0,0
2340,44:19.6,L61394,L,297.0,306.9,1593,34.8,249,1,1,0,0,0,0
2341,07:19.6,M20709,M,297.0,307.1,1314,40.5,183,0,0,0,0,0,0
2342,52:19.6,M20710,M,302.2,311.7,1364,19.3,189,0,0,0,0,0,0
2343,15:19.6,L61395,L,301.0,312.3,1608,31.5,252,1,1,0,0,0,0
2344,56:19.6,L61396,L,299.6,310.6,1685,34.3,126,0,0,0,0,0,0
2345,20:19.6,L61397,L,296.7,306.5,1677,39.9,180,0,0,0,0,0,0
2346,37:19.6,L61398,L,302.6,312.9,1733,32.7,152,0,0,0,0,0,0
2347,50:19.6,L61399,L,295.4,305.2,1619,40.4,157,0,0,0,0,0,0
2348,45:19.6,M20711,M,299.5,309.7,1303,41.6,192,0,0,0,0,0,0
2349,43:19.6,M20712,M,295.6,306.3,1401,36.9,51,0,0,0,0,0,0
2350,48:19.6,L61400,L,300.4,310.7,1382,34.2,103,0,0,0,0,0,0
2351,25:19.6,L61401,L,295.3,306.2,1263,45.8,109,0,0,0,0,0,0
2352,14:19.6,L61402,L,300.7,311.6,1348,14.9,155,0,0,0,0,0,0
2353,39:19.6,M20713,M,298.7,309.1,1552,25.0,189,0,0,0,0,0,0
2354,34:19.6,L61403,L,297.2,307.3,1594,46.7,71,0,0,0,0,0,0
2355,29:19.6,L61404,L,300.4,311.5,1551,45.6,123,0,0,0,0,0,0
2356,42:19.6,L61405,L,301.4,311.5,1461,44.4,165,0,0,0,0,0,0
2357,54:19.6,L61406,L,300.5,311.5,1659,34.8,109,0,0,0,0,0,0
2358,38:19.6,H35239,H,299.3,309.6,1449,51.5,138,0,0,0,0,0,0
2359,32:19.6,M20714,M,296.1,306.9,1553,28.0,164,0,0,0,0,0,0
2360,17:19.6,L61407,L,303.0,313.9,1869,45.1,112,0,0,0,0,0,0
2361,25:19.6,M20715,M,295.4,305.5,1464,37.8,58,0,0,0,0,0,0
2362,48:19.6,L61408,L,300.7,310.8,1433,44.3,101,0,0,0,0,0,0
2363,27:19.6,M20716,M,301.3,312.3,1286,30.4,125,0,0,0,0,0,0
2364,35:19.6,M20717,M,296.0,305.7,1280,42.4,148,0,0,0,0,0,0
2365,16:19.6,L61409,L,303.5,313.8,1511,46.8,10,0,0,0,0,0,0
2366,16:19.6,L61410,L,297.3,307.9,1543,49.4,184,0,0,0,0,0,0
2367,43:19.6,H35240,H,300.5,311.6,1222,23.7,125,0,0,0,0,0,0
2368,44:19.6,L61411,L,303.5,313.6,1803,57.5,97,0,0,0,0,0,0
2369,16:19.6,L61412,L,301.2,311.4,1389,49.2,155,0,0,0,0,0,0
2370,57:19.6,L61413,L,297.3,307.3,1687,48.8,49,0,0,0,0,0,0
2371,04:19.6,L61414,L,304.1,315.0,1270,44.8,184,0,0,0,0,0,0
2372,12:19.6,M20718,M,300.8,311.2,1720,50.5,229,1,1,0,0,0,0
2373,41:19.6,M20719,M,296.9,307.7,1503,43.6,82,0,0,0,0,0,0
2374,27:19.6,L61415,L,303.0,313.4,1844,45.1,19,0,0,0,0,0,0
2375,01:19.6,L61416,L,300.9,311.9,1426,43.6,179,0,0,0,0,0,0
2376,59:19.6,L61417,L,302.1,313.3,1760,41.0,88,0,0,0,0,0,0
2377,06:19.6,L61418,L,303.6,314.1,1541,42.7,70,0,0,0,0,0,0
2378,49:19.6,L61419,L,302.4,313.4,1371,50.8,78,0,0,0,0,0,0
2379,08:19.6,M20720,M,300.3,311.7,1414,20.7,132,0,0,0,0,0,0
2380,11:19.6,L61420,L,303.9,314.4,1443,12.5,46,0,0,0,0,0,0
2381,28:19.6,L61421,L,296.8,307.8,1392,41.4,31,0,0,0,0,0,0
2382,48:19.6,M20721,M,296.6,307.0,1773,40.2,132,0,0,0,0,0,0
2383,28:19.6,L61422,L,301.6,311.3,1646,57.7,50,0,0,0,0,0,0
2384,35:19.6,L61423,L,296.0,307.2,1593,44.1,12,0,0,0,0,0,0
2385,29:19.6,L61424,L,300.4,311.3,1371,36.9,183,0,0,0,0,0,0
2386,33:19.6,L61425,L,303.7,315.1,1767,48.3,55,0,0,0,0,0,0
2387,00:19.6,L61426,L,298.2,307.9,1621,36.4,81,0,0,0,0,0,0
2388,54:19.6,L61427,L,297.6,308.8,1554,35.7,94,0,0,0,0,0,0
2389,54:19.6,L61428,L,298.0,309.5,1590,45.6,29,0,0,0,0,0,0
2390,41:19.6,L61429,L,299.9,311.2,1651,42.6,157,0,0,0,0,0,0
2391,19:19.6,L61430,L,300.5,310.9,1579,54.0,50,0,0,0,0,0,0
2392,38:19.6,L61431,L,303.5,314.5,1457,28.8,160,0,0,0,0,0,0
2393,54:19.6,L61432,L,303.5,313.4,1687,21.9,90,0,0,0,0,0,0
2394,32:19.6,L61433,L,298.0,308.6,1487,27.0,127,0,0,0,0,0,0
2395,52:19.6,L61434,L,301.3,311.5,1669,47.5,104,0,0,0,0,0,0
2396,00:19.6,L61435,L,298.0,308.0,1313,29.2,156,0,0,0,0,0,0
2397,38:19.6,M20722,M,298.2,308.5,1561,32.4,172,0,0,0,0,0,0
2398,42:19.6,L61436,L,302.3,312.4,1827,50.2,3,0,0,0,0,0,0
2399,08:19.6,L61437,L,301.3,311.8,1450,43.6,12,0,0,0,0,0,0
2400,22:19.6,H35241,H,304.4,314.9,1686,27.4,3,0,0,0,0,0,0
2401,42:19.6,M20723,M,297.8,307.4,1389,30.1,139,0,0,0,0,0,0
2402,15:19.6,H35242,H,299.1,308.9,1431,24.1,144,0,0,0,0,0,0
2403,53:19.6,L61438,L,295.8,307.1,1456,38.8,100,0,0,0,0,0,0
2404,43:19.6,M20724,M,302.5,313.1,1753,38.3,105,0,0,0,0,0,0
2405,46:19.6,L61439,L,300.7,310.9,1622,36.8,79,0,0,0,0,0,0
2406,54:19.6,L61440,L,302.5,313.1,1389,41.7,25,0,0,0,0,0,0
2407,11:19.6,L61441,L,301.9,313.1,1341,35.8,180,0,0,0,0,0,0
2408,49:19.6,L61442,L,302.4,312.6,1533,28.4,60,0,0,0,0,0,0
2409,30:19.6,L61443,L,303.0,314.0,1842,38.5,71,0,0,0,0,0,0
2410,31:19.6,L61444,L,301.9,312.6,1344,65.5,64,0,0,0,0,0,0
2411,30:19.6,M20725,M,295.9,305.6,1523,63.9,190,0,0,0,0,0,0
2412,56:19.6,L61445,L,302.8,313.4,1460,53.0,82,0,0,0,0,0,0
2413,36:19.6,L61446,L,296.3,306.0,1539,26.5,167,0,0,0,0,0,0
2414,29:19.6,H35243,H,304.5,314.0,1679,47.4,151,0,0,0,0,0,0
2415,20:19.6,M20726,M,301.4,312.4,1812,38.9,66,0,0,0,0,0,0
2416,04:19.6,M20727,M,302.8,314.1,1604,35.0,213,1,1,0,0,0,0
2417,40:19.6,L61447,L,295.4,305.9,1553,50.3,25,0,0,0,0,0,0
2418,13:19.6,M20728,M,295.6,305.8,1779,38.9,44,0,0,0,0,0,0
2419,38:19.6,M20729,M,297.2,307.7,1554,39.7,167,0,0,0,0,0,0
2420,02:19.6,L61448,L,295.3,305.4,2101,20.3,135,0,0,0,0,0,0
2421,38:19.6,L61449,L,301.5,311.3,1543,37.3,169,0,0,0,0,0,0
2422,32:19.6,M20730,M,300.4,310.5,1552,38.5,154,0,0,0,0,0,0
2423,35:19.6,L61450,L,299.1,308.7,1514,59.9,176,0,0,0,0,0,0
2424,31:19.6,L61451,L,303.9,313.6,1356,41.9,134,0,0,0,0,0,0
2425,42:19.6,M20731,M,300.5,311.0,1667,42.3,153,0,0,0,0,0,0
2426,12:19.6,L61452,L,302.3,311.8,1459,49.7,106,0,0,0,0,0,0
2427,42:19.6,L61453,L,295.7,305.7,1673,29.5,66,0,0,0,0,0,0
2428,43:19.6,L61454,L,301.7,311.5,1469,23.5,207,1,1,0,0,0,0
2429,23:19.6,L61455,L,299.6,310.0,1514,45.2,86,0,0,0,0,0,0
2430,56:19.6,L61456,L,297.2,308.0,1600,40.3,170,0,0,0,0,0,0
2431,37:19.6,L61457,L,303.2,313.3,1457,10.2,26,0,0,0,0,0,0
2432,51:19.6,M20732,M,304.1,315.3,1868,42.2,69,0,0,0,0,0,0
2433,06:19.6,L61458,L,302.7,312.8,1576,52.4,51,0,0,0,0,0,0
2434,00:19.6,M20733,M,295.7,305.8,1442,30.4,97,0,0,0,0,0,0
2435,03:19.6,M20734,M,302.7,312.8,1469,42.1,231,1,1,0,0,0,0
2436,31:19.6,L61459,L,297.7,307.9,1331,34.3,240,1,1,0,0,0,0
2437,48:19.6,M20735,M,299.1,310.5,1345,32.1,145,0,0,0,0,0,0
2438,48:19.6,M20736,M,303.0,313.9,1469,39.3,141,0,0,0,0,0,0
2439,36:19.6,M20737,M,295.8,306.8,1712,58.2,22,0,0,0,0,0,0
2440,23:19.6,L61460,L,301.9,312.5,1452,39.9,143,0,0,0,0,0,0
2441,46:19.6,L61461,L,303.3,313.8,1711,49.5,9,0,0,0,0,0,0
2442,23:19.6,H35244,H,303.2,313.0,1607,40.8,0,0,0,0,0,0,0
2443,31:19.6,M20738,M,303.9,315.0,1527,37.5,42,0,0,0,0,0,0
2444,15:19.6,L61462,L,303.4,314.1,1577,29.4,91,0,0,0,0,0,0
2445,49:19.6,M20739,M,295.4,306.8,1564,41.2,162,0,0,0,0,0,0
2446,48:19.6,M20740,M,299.1,310.2,1447,36.2,154,0,0,0,0,0,0
2447,46:19.6,M20741,M,303.3,314.4,1645,39.9,188,0,0,0,0,0,0
2448,23:19.6,L61463,L,300.5,311.1,1664,52.1,15,0,0,0,0,0,0
2449,58:19.6,L61464,L,303.3,314.4,1542,46.6,176,0,0,0,0,0,0
2450,35:19.6,L61465,L,301.8,311.5,1646,21.5,135,0,0,0,0,0,0
2451,21:19.6,L61466,L,299.4,310.8,1449,50.0,168,0,0,0,0,0,0
2452,38:19.6,L61467,L,297.8,309.3,1756,51.8,139,0,0,0,0,0,0
2453,40:19.6,M20742,M,302.8,313.0,1377,42.1,185,0,0,0,0,0,0
2454,38:19.6,M20743,M,302.1,313.2,1325,37.7,151,0,0,0,0,0,0
2455,05:19.6,M20744,M,302.0,311.9,1366,44.9,187,0,0,0,0,0,0
2456,48:19.6,H35245,H,300.4,310.1,1783,38.6,25,0,0,0,0,0,0
2457,56:19.6,L61468,L,302.4,312.0,1174,45.5,108,0,0,0,0,0,0
2458,25:19.6,L61469,L,301.0,311.1,1780,32.7,101,0,0,0,0,0,0
2459,14:19.6,L61470,L,296.4,307.2,1653,30.5,26,0,0,0,0,0,0
2460,32:19.6,H35246,H,295.7,306.1,1380,31.4,96,0,0,0,0,0,0
2461,38:19.6,L61471,L,296.0,307.2,1632,48.0,9,0,0,0,0,0,0
2462,51:19.6,L61472,L,301.5,311.9,1437,41.7,135,0,0,0,0,0,0
2463,21:19.6,H35247,H,295.7,305.3,1389,51.5,170,0,0,0,0,0,0
2464,56:19.6,L61473,L,302.9,314.1,1533,32.9,7,0,0,0,0,0,0
2465,13:19.6,M20745,M,296.1,306.6,1661,41.1,98,0,0,0,0,0,0
2466,18:19.6,L61474,L,297.2,307.3,1500,32.7,3,0,0,0,0,0,0
2467,36:19.6,H35248,H,299.0,309.8,1316,41.8,90,0,0,0,0,0,0
2468,29:19.6,H35249,H,295.6,306.5,1495,39.3,56,0,0,0,0,0,0
2469,16:19.6,L61475,L,299.6,310.3,1673,41.6,142,0,0,0,0,0,0
2470,30:19.6,M20746,M,303.1,313.6,1335,47.1,79,0,0,0,0,0,0
2471,42:19.6,M20747,M,297.0,307.8,1469,48.2,27,0,0,0,0,0,0
2472,05:19.6,L61476,L,298.1,309.5,1478,45.2,140,0,0,0,0,0,0
2473,49:19.6,L61477,L,298.5,308.7,1599,45.6,38,0,0,0,0,0,0
2474,39:19.6,L61478,L,298.8,308.8,1740,34.3,111,0,0,0,0,0,0
2475,15:19.6,M20748,M,296.0,307.5,1359,41.2,1,0,0,0,0,0,0
2476,25:19.6,L61479,L,303.9,313.6,1592,40.3,132,0,0,0,0,0,0
2477,00:19.6,L61480,L,296.0,305.8,1486,44.6,33,0,0,0,0,0,0
2478,59:19.6,L61481,L,302.5,313.8,1381,28.9,181,0,0,0,0,0,0
2479,33:19.6,L61482,L,296.8,306.9,1817,25.9,186,0,0,0,0,0,0
2480,33:19.6,M20749,M,302.3,312.6,1505,41.3,185,0,0,0,0,0,0
2481,06:19.6,L61483,L,299.7,310.0,2052,53.9,2,0,0,0,0,0,0
2482,17:19.6,L61484,L,303.3,313.2,1536,30.3,120,0,0,0,0,0,0
2483,17:19.6,L61485,L,300.9,311.4,1561,18.2,46,0,0,0,0,0,0
2484,43:19.6,L61486,L,299.6,309.9,1954,41.8,189,0,0,0,0,0,0
2485,29:19.6,L61487,L,303.7,314.0,1530,38.2,25,0,0,0,0,0,0
2486,27:19.6,H35250,H,299.1,308.9,1464,44.8,173,0,0,0,0,0,0
2487,09:19.6,L61488,L,299.5,309.8,1783,41.8,189,0,0,0,0,0,0
2488,44:19.6,L61489,L,300.4,311.8,1557,30.8,173,0,0,0,0,0,0
2489,28:19.6,L61490,L,296.8,307.1,1682,31.3,177,0,0,0,0,0,0
2490,05:19.6,M20750,M,296.4,306.6,1560,40.6,116,0,0,0,0,0,0
2491,49:19.6,M20751,M,301.4,311.8,1370,43.3,249,1,1,0,0,0,0
2492,19:19.6,M20752,M,295.4,305.7,1592,46.0,80,0,0,0,0,0,0
2493,43:19.6,L61491,L,303.5,313.4,1665,49.7,95,0,0,0,0,0,0
2494,54:19.6,L61492,L,303.7,314.7,1612,42.1,6,0,0,0,0,0,0
2495,14:19.6,L61493,L,295.9,306.6,1576,36.0,96,0,0,0,0,0,0
2496,46:19.6,M20753,M,303.4,314.6,1453,36.5,93,0,0,0,0,0,0
2497,36:19.6,L61494,L,303.9,314.9,1355,40.1,158,0,0,0,0,0,0
2498,40:19.6,L61495,L,300.0,311.4,1825,40.8,187,0,0,0,0,0,0
2499,10:19.6,L61496,L,301.4,311.1,1573,40.7,74,0,0,0,0,0,0
2500,56:19.6,L61497,L,302.9,312.5,1397,54.7,118,0,0,0,0,0,0
2501,10:19.6,L61498,L,301.6,312.8,1437,37.6,133,0,0,0,0,0,0
2502,44:19.6,M20754,M,297.4,307.9,1474,29.6,116,0,0,0,0,0,0
2503,17:19.6,M20755,M,302.7,312.2,1473,15.9,55,0,0,0,0,0,0
2504,46:19.6,L61499,L,300.4,311.7,1507,24.0,60,0,0,0,0,0,0
2505,15:19.6,L61500,L,296.7,308.0,1612,43.9,155,0,0,0,0,0,0
2506,00:19.6,M20756,M,304.2,314.6,1395,34.1,134,0,0,0,0,0,0
2507,11:19.6,M20757,M,299.0,308.8,1540,24.9,177,0,0,0,0,0,0
2508,00:19.6,M20758,M,299.4,309.0,1554,43.2,166,0,0,0,0,0,0
2509,53:19.6,H35251,H,303.8,314.6,1666,41.8,78,0,0,0,0,0,0
2510,11:19.6,L61501,L,302.3,312.6,1168,35.9,51,0,0,0,0,0,0
2511,32:19.6,L61502,L,303.7,314.3,1725,31.5,112,0,0,0,0,0,0
2512,09:19.6,L61503,L,303.0,313.0,1619,51.3,173,0,0,0,0,0,0
2513,59:19.6,L61504,L,298.1,307.7,1334,41.5,184,0,0,0,0,0,0
2514,13:19.6,L61505,L,304.1,315.1,1443,43.3,98,0,0,0,0,0,0
2515,05:19.6,L61506,L,302.9,312.7,1168,48.8,189,0,0,0,0,0,0
2516,39:19.6,H35252,H,297.7,307.9,1652,45.2,96,0,0,0,0,0,0
2517,54:19.6,L61507,L,299.1,309.5,1791,37.2,11,0,0,0,0,0,0
2518,48:19.6,M20759,M,303.3,312.8,1408,44.6,111,0,0,0,0,0,0
2519,07:19.6,L61508,L,301.1,311.5,1717,36.3,121,0,0,0,0,0,0
2520,00:19.6,L61509,L,297.0,307.2,1691,21.5,203,1,1,0,0,0,0
2521,27:19.6,H35253,H,303.9,314.6,1427,45.2,103,0,0,0,0,0,0
2522,33:19.6,L61510,L,303.7,314.6,1570,56.3,103,0,0,0,0,0,0
2523,21:19.6,L61511,L,303.0,314.0,1494,32.9,46,0,0,0,0,0,0
2524,50:19.6,H35254,H,296.4,307.9,1626,47.3,117,0,0,0,0,0,0
2525,42:19.6,L61512,L,304.4,315.3,1339,27.0,126,0,0,0,0,0,0
2526,40:19.6,L61513,L,298.6,309.9,1642,49.8,111,0,0,0,0,0,0
2527,43:19.6,L61514,L,296.2,307.7,1914,36.7,236,1,1,0,0,0,0
2528,21:19.6,M20760,M,296.0,307.3,1533,39.7,201,1,1,0,0,0,0
2529,04:19.6,L61515,L,299.7,311.0,1436,38.2,40,0,0,0,0,0,0
2530,23:19.6,L61516,L,295.9,306.2,1806,57.9,36,0,0,0,0,0,0
2531,39:19.6,L61517,L,298.8,309.5,1610,47.5,87,0,0,0,0,0,0
2532,09:19.6,L61518,L,296.0,307.3,1478,37.2,66,0,0,0,0,0,0
2533,53:19.6,M20761,M,303.7,313.7,1204,34.7,135,0,0,0,0,0,0
2534,19:19.6,L61519,L,297.2,307.9,1728,37.9,64,0,0,0,0,0,0
2535,56:19.6,M20762,M,300.9,311.3,1559,42.7,25,0,0,0,0,0,0
2536,05:19.6,L61520,L,304.1,315.6,1208,24.8,89,0,0,0,0,0,0
2537,10:19.6,M20763,M,295.3,305.8,1422,34.2,23,0,0,0,0,0,0
2538,39:19.6,L61521,L,295.8,306.6,1385,38.5,92,0,0,0,0,0,0
2539,57:19.6,L61522,L,295.8,307.3,1294,38.3,127,0,0,0,0,0,0
2540,40:19.6,L61523,L,300.0,311.2,1507,36.8,63,0,0,0,0,0,0
2541,19:19.6,L61524,L,295.8,305.8,1847,41.3,101,0,0,0,0,0,0
2542,30:19.6,M20764,M,303.2,313.2,1275,47.9,48,0,0,0,0,0,0
2543,53:19.6,H35255,H,297.2,307.3,1712,32.0,154,0,0,0,0,0,0
2544,12:19.6,L61525,L,301.0,311.2,1425,48.1,114,0,0,0,0,0,0
2545,45:19.6,M20765,M,301.3,311.0,1419,41.4,56,0,0,0,0,0,0
2546,21:19.6,L61526,L,300.3,311.2,1291,44.3,76,0,0,0,0,0,0
2547,06:19.6,L61527,L,304.0,314.1,1361,51.7,192,0,0,0,0,0,0
2548,42:19.6,M20766,M,303.3,313.2,1627,44.9,78,0,0,0,0,0,0
2549,27:19.6,L61528,L,296.4,306.8,1706,37.2,185,0,0,0,0,0,0
2550,44:19.6,L61529,L,303.6,314.8,1657,41.5,158,0,0,0,0,0,0
2551,08:19.6,L61530,L,299.4,309.6,1654,28.4,192,0,0,0,0,0,0
2552,13:19.6,L61531,L,301.2,312.5,1671,40.0,121,0,0,0,0,0,0
2553,34:19.6,L61532,L,298.3,308.0,1465,52.8,30,0,0,0,0,0,0
2554,14:19.6,L61533,L,296.1,306.9,1679,38.3,153,0,0,0,0,0,0
2555,47:19.6,L61534,L,303.0,314.3,1226,25.6,241,1,1,0,0,0,0
2556,18:19.6,L61535,L,301.7,312.6,1721,27.3,54,0,0,0,0,0,0
2557,57:19.6,L61536,L,300.4,310.2,1616,47.2,139,0,0,0,0,0,0
2558,22:19.6,L61537,L,296.2,307.5,1524,51.9,47,0,0,0,0,0,0
2559,33:19.6,M20767,M,298.3,308.0,1375,38.7,22,0,0,0,0,0,0
2560,43:19.6,L61538,L,300.8,311.5,1501,54.2,162,0,0,0,0,0,0
2561,30:19.6,L61539,L,298.3,308.7,1553,24.5,119,0,0,0,0,0,0
2562,41:19.6,L61540,L,301.4,311.8,1686,39.2,105,0,0,0,0,0,0
2563,04:19.6,L61541,L,303.1,313.6,1575,40.5,143,0,0,0,0,0,0
2564,28:19.6,M20768,M,301.7,311.6,1406,35.1,39,0,0,0,0,0,0
2565,22:19.6,H35256,H,298.9,309.4,1418,50.4,143,0,0,0,0,0,0
2566,28:19.6,M20769,M,295.9,306.1,1175,32.9,201,1,1,0,0,0,0
2567,03:19.6,M20770,M,302.7,313.0,1620,19.6,100,0,0,0,0,0,0
2568,48:19.6,L61542,L,297.3,308.6,1449,49.2,66,0,0,0,0,0,0
2569,28:19.6,L61543,L,300.9,310.9,1740,26.6,99,0,0,0,0,0,0
2570,02:19.6,L61544,L,299.5,310.7,1333,43.0,190,0,0,0,0,0,0
2571,18:19.6,M20771,M,299.2,310.6,1374,25.6,44,0,0,0,0,0,0
2572,22:19.6,L61545,L,298.1,309.1,1219,38.1,234,1,1,0,0,0,0
2573,17:19.6,L61546,L,298.3,308.7,1230,36.0,106,0,0,0,0,0,0
2574,24:19.6,L61547,L,301.3,311.7,1183,46.3,120,0,0,0,0,0,0
2575,37:19.6,L61548,L,302.7,312.5,1257,55.3,139,0,0,0,0,0,0
2576,11:19.6,L61549,L,303.0,313.5,1475,38.3,40,0,0,0,0,0,0
2577,26:19.6,L61550,L,300.6,310.3,1189,39.6,56,0,0,0,0,0,0
2578,15:19.6,M20772,M,299.6,310.6,1289,44.2,42,0,0,0,0,0,0
2579,45:19.6,H35257,H,297.5,307.7,1168,48.0,124,0,0,0,0,0,0
2580,09:19.6,L61551,L,300.1,311.4,1168,27.7,15,0,0,0,0,0,0
2581,42:19.6,L61552,L,297.2,307.7,1369,24.5,54,0,0,0,0,0,0
2582,16:19.6,L61553,L,298.8,309.6,1824,30.2,215,1,1,0,0,0,0
2583,29:19.6,M20773,M,299.0,310.4,1576,39.3,92,0,0,0,0,0,0
2584,52:19.6,H35258,H,303.3,313.9,1318,32.6,153,0,0,0,0,0,0
2585,28:19.6,L61554,L,303.9,315.3,1533,16.5,38,0,0,0,0,0,0
2586,52:19.6,L61555,L,301.8,312.6,1561,26.7,69,0,0,0,0,0,0
2587,24:19.6,M20774,M,299.7,309.9,1667,27.9,69,0,0,0,0,0,0
2588,36:19.6,L61556,L,301.9,313.0,1688,53.5,189,0,0,0,0,0,0
2589,28:19.6,L61557,L,298.9,309.6,1542,41.1,115,0,0,0,0,0,0
2590,30:19.6,L61558,L,296.0,307.5,1645,33.2,54,0,0,0,0,0,0
2591,24:19.6,M20775,M,297.0,307.0,1343,31.0,60,0,0,0,0,0,0
2592,21:19.6,L61559,L,297.0,307.0,1549,36.1,46,0,0,0,0,0,0
2593,16:19.6,L61560,L,301.7,312.5,1168,49.8,107,0,0,0,0,0,0
2594,51:19.6,L61561,L,302.8,313.1,1315,32.6,228,1,1,0,0,0,0
2595,02:19.6,M20776,M,304.4,315.4,1641,45.6,84,0,0,0,0,0,0
2596,41:19.6,L61562,L,301.0,311.1,1472,39.2,155,0,0,0,0,0,0
2597,56:19.6,L61563,L,304.1,315.0,1687,33.0,112,0,0,0,0,0,0
2598,17:19.6,L61564,L,297.4,307.5,1606,32.8,162,0,0,0,0,0,0
2599,08:19.6,L61565,L,300.9,310.4,1753,51.9,153,0,0,0,0,0,0
2600,32:19.6,L61566,L,303.6,314.6,1491,54.0,99,0,0,0,0,0,0
2601,42:19.6,M20777,M,296.0,306.6,1168,58.9,144,0,0,0,0,0,0
2602,13:19.6,L61567,L,300.7,312.2,1572,27.4,102,0,0,0,0,0,0
2603,33:19.6,H35259,H,304.4,315.6,1447,44.6,108,0,0,0,0,0,0
2604,47:19.6,M20778,M,299.7,309.6,1386,31.3,96,0,0,0,0,0,0
2605,37:19.6,H35260,H,296.3,307.5,1168,36.4,0,0,0,0,0,0,0
2606,56:19.6,L61568,L,298.9,308.7,1534,39.2,26,0,0,0,0,0,0
2607,44:19.6,L61569,L,297.9,307.5,1578,43.1,93,0,0,0,0,0,0
2608,00:19.6,M20779,M,299.8,310.2,1347,36.5,226,1,1,0,0,0,0
2609,47:19.6,H35261,H,302.4,311.9,1376,40.8,157,0,0,0,0,0,0
2610,45:19.6,H35262,H,297.8,308.5,1413,43.0,64,0,0,0,0,0,0
2611,50:19.6,L61570,L,299.7,310.2,1748,51.3,53,0,0,0,0,0,0
2612,07:19.6,L61571,L,302.9,313.5,1168,31.4,113,0,0,0,0,0,0
2613,01:19.6,L61572,L,298.6,308.5,1592,43.9,126,0,0,0,0,0,0
2614,44:19.6,L61573,L,295.7,305.3,1638,29.3,96,0,0,0,0,0,0
2615,49:19.6,L61574,L,295.8,306.5,1554,40.2,146,0,0,0,0,0,0
2616,11:19.6,M20780,M,300.0,310.3,1250,26.9,25,0,0,0,0,0,0
2617,28:19.6,H35263,H,299.0,309.8,1623,26.0,135,0,0,0,0,0,0
2618,46:19.6,M20781,M,300.6,311.3,1684,29.7,121,0,0,0,0,0,0
2619,28:19.6,M20782,M,297.5,307.5,1168,36.1,161,0,0,0,0,0,0
2620,20:19.6,M20783,M,297.2,308.2,1622,39.6,163,0,0,0,0,0,0
2621,20:19.6,M20784,M,303.0,314.0,1228,37.8,26,0,0,0,0,0,0
2622,03:19.6,M20785,M,303.7,313.4,1395,47.3,4,0,0,0,0,0,0
